CONTROL,VIV_SEL,HOGAR,RESUL_H,N_INF,R_SEL,TOT_PER,FAC_HOG,DOM,EST,UPM
0300334,01,01,B,01,01,01,000067,C,016,00854
0300334,02,01,B,02,02,03,000067,C,016,00854
0300334,03,01,B,02,03,07,000067,C,016,00854
0300334,04,01,B,01,01,01,000067,C,016,00854
0300334,05,01,B,02,02,02,000067,C,016,00854
0300334,06,01,B,02,02,03,000067,C,016,00854
0300334,08,01,A,01,01,03,000067,C,016,00854
0300334,09,01,B,02,02,02,000067,C,016,00854
0300334,10,01,B,01,03,06,000067,C,016,00854
0300334,11,01,A,01,01,01,000067,C,016,00854
0300334,12,01,A,01,01,01,000067,C,016,00854
0300334,13,01,B,01,01,03,000067,C,016,00854
0300334,14,01,B,02,02,05,000067,C,016,00854
0300334,15,01,B,02,01,04,000067,C,016,00854
0300334,16,01,A,02,04,05,000067,C,016,00854
0300334,17,01,B,01,01,03,000067,C,016,00854
0300334,18,01,B,01,02,05,000067,C,016,00854
0300334,20,01,B,01,02,05,000067,C,016,00854
0300335,01,01,B,02,02,02,000064,C,016,00855
0300335,02,01,A,02,01,03,000064,C,016,00855
0300335,03,01,B,01,01,01,000064,C,016,00855
0300335,04,01,B,01,01,01,000064,C,016,00855
0300335,05,01,B,02,02,02,000064,C,016,00855
0300335,06,01,B,02,02,07,000064,C,016,00855
0300335,07,01,B,03,01,03,000064,C,016,00855
0300335,08,01,B,02,02,08,000064,C,016,00855
0300335,09,01,B,01,01,03,000064,C,016,00855
0300335,10,01,B,01,02,04,000064,C,016,00855
0300335,11,01,A,02,01,04,000064,C,016,00855
0300335,12,01,B,02,01,04,000064,C,016,00855
0300335,13,01,B,02,02,05,000064,C,016,00855
0300335,14,01,B,01,01,01,000064,C,016,00855
0300335,15,01,B,01,01,04,000064,C,016,00855
0300335,16,01,B,02,01,04,000064,C,016,00855
0300335,18,01,B,02,02,02,000064,C,016,00855
0300335,19,01,B,02,02,05,000064,C,016,00855
0300335,20,01,B,01,03,04,000064,C,016,00855
0300336,01,01,B,01,01,01,000036,R,020,00856
0300336,03,01,B,02,03,03,000036,R,020,00856
0300336,04,01,B,02,01,05,000036,R,020,00856
0300336,05,01,B,01,01,01,000036,R,020,00856
0300336,06,01,B,02,02,02,000036,R,020,00856
0300336,07,01,B,01,02,02,000036,R,020,00856
0300336,08,01,B,01,01,02,000036,R,020,00856
0300336,09,01,B,01,01,01,000036,R,020,00856
0300336,12,01,A,01,02,04,000036,R,020,00856
0300336,14,01,B,02,02,02,000036,R,020,00856
0300336,15,01,B,05,01,07,000036,R,020,00856
0300336,16,01,B,01,01,01,000036,R,020,00856
0300336,17,01,B,01,01,03,000036,R,020,00856
0300336,17,02,B,02,02,04,000036,R,020,00856
0300336,17,03,B,01,02,02,000036,R,020,00856
0300336,17,04,B,01,01,01,000036,R,020,00856
0300336,18,01,B,02,02,04,000036,R,020,00856
0300336,19,01,A,03,03,10,000036,R,020,00856
0300336,20,01,A,02,02,03,000036,R,020,00856
0300337,01,01,B,01,01,01,000064,R,020,00857
0300337,02,01,B,02,01,03,000064,R,020,00857
0300337,03,01,B,02,02,05,000064,R,020,00857
0300337,04,01,B,01,02,03,000064,R,020,00857
0300337,05,01,A,01,03,04,000064,R,020,00857
0300337,06,01,A,02,02,05,000064,R,020,00857
0300337,09,01,B,01,01,04,000064,R,020,00857
0300337,10,01,B,01,01,01,000064,R,020,00857
0300337,11,01,B,01,01,01,000064,R,020,00857
0300337,14,01,B,01,03,07,000064,R,020,00857
0300337,15,01,B,01,01,01,000064,R,020,00857
0300337,16,01,B,02,01,04,000064,R,020,00857
0300337,17,01,B,02,01,04,000064,R,020,00857
0300337,19,01,B,01,01,01,000064,R,020,00857
0300337,20,01,B,02,01,04,000064,R,020,00857
0300338,01,01,B,01,01,02,000062,R,020,00858
0300338,02,01,B,01,01,01,000062,R,020,00858
0300338,03,01,B,03,03,05,000062,R,020,00858
0300338,04,01,B,01,01,02,000062,R,020,00858
0300338,05,01,B,02,01,05,000062,R,020,00858
0300338,06,01,A,03,02,04,000062,R,020,00858
0300338,07,01,A,01,01,04,000062,R,020,00858
0300338,08,01,B,01,03,03,000062,R,020,00858
0300338,09,01,B,01,01,04,000062,R,020,00858
0300338,10,01,B,02,01,05,000062,R,020,00858
0300338,11,01,A,02,01,04,000062,R,020,00858
0300338,12,01,C,02,01,02,000000,R,020,00858
0300338,13,01,B,01,02,02,000062,R,020,00858
0300338,14,01,B,01,01,02,000062,R,020,00858
0300338,15,01,B,02,02,05,000062,R,020,00858
0300338,15,02,B,01,01,01,000062,R,020,00858
0300338,16,01,A,02,03,03,000062,R,020,00858
0300338,17,01,A,01,02,02,000062,R,020,00858
0300338,18,01,B,02,02,03,000062,R,020,00858
0300338,19,01,B,01,02,03,000062,R,020,00858
0300338,20,01,B,02,01,02,000062,R,020,00858
0300339,01,01,B,02,01,04,000074,R,020,00859
0300339,02,01,B,01,02,06,000074,R,020,00859
0300339,03,01,A,02,01,03,000074,R,020,00859
0300339,04,01,B,02,02,05,000074,R,020,00859
0300339,05,01,B,03,02,03,000074,R,020,00859
0300339,06,01,B,04,03,06,000074,R,020,00859
0300339,07,01,A,02,02,03,000074,R,020,00859
0300339,08,01,A,01,02,03,000074,R,020,00859
0300339,09,01,B,02,01,04,000074,R,020,00859
0300339,11,01,A,02,02,05,000074,R,020,00859
0300339,12,01,B,01,01,01,000074,R,020,00859
0300339,13,01,A,01,02,02,000074,R,020,00859
0300339,14,01,B,01,01,05,000074,R,020,00859
0300339,15,01,B,02,01,05,000074,R,020,00859
0300339,16,01,A,02,01,02,000074,R,020,00859
0300339,17,01,A,01,02,05,000074,R,020,00859
0300339,18,01,B,01,02,08,000074,R,020,00859
0300339,19,01,A,01,01,02,000074,R,020,00859
0300339,20,01,A,02,02,04,000074,R,020,00859
0300340,01,01,A,01,01,01,000067,R,019,00860
0300340,02,01,B,01,02,02,000067,R,019,00860
0300340,03,01,B,02,02,03,000067,R,019,00860
0300340,04,01,B,02,01,03,000067,R,019,00860
0300340,05,01,B,02,01,02,000067,R,019,00860
0300340,06,01,B,01,01,03,000067,R,019,00860
0300340,07,01,B,02,02,02,000067,R,019,00860
0300340,09,01,B,01,02,04,000067,R,019,00860
0300340,10,01,B,01,01,06,000067,R,019,00860
0300340,11,01,B,02,01,04,000067,R,019,00860
0300340,12,01,B,02,02,04,000067,R,019,00860
0300340,13,01,A,02,03,05,000067,R,019,00860
0300340,14,01,B,02,03,05,000067,R,019,00860
0300340,15,01,A,01,02,02,000067,R,019,00860
0300340,16,01,A,01,01,01,000067,R,019,00860
0300340,17,01,B,01,01,03,000067,R,019,00860
0300340,18,01,B,01,01,03,000067,R,019,00860
0300340,19,01,B,01,01,05,000067,R,019,00860
0300340,20,01,B,01,01,01,000067,R,019,00860
0300341,01,01,B,03,03,05,000070,R,019,00861
0300341,02,01,B,01,02,02,000070,R,019,00861
0300341,03,01,B,02,02,05,000070,R,019,00861
0300341,05,01,B,02,01,02,000070,R,019,00861
0300341,06,01,B,02,01,04,000070,R,019,00861
0300341,07,01,B,01,01,04,000070,R,019,00861
0300341,08,01,B,01,01,01,000070,R,019,00861
0300341,09,01,B,01,01,02,000070,R,019,00861
0300341,10,01,B,01,02,03,000070,R,019,00861
0300341,11,01,B,01,01,03,000070,R,019,00861
0300341,12,01,B,03,03,03,000070,R,019,00861
0300341,13,01,B,01,02,02,000070,R,019,00861
0300341,14,01,B,01,01,01,000070,R,019,00861
0300341,15,01,B,02,01,03,000070,R,019,00861
0300341,16,01,B,02,01,05,000070,R,019,00861
0300341,17,01,B,01,02,02,000070,R,019,00861
0300341,18,01,B,01,02,02,000070,R,019,00861
0300341,19,01,B,02,02,02,000070,R,019,00861
0300341,20,01,B,01,02,02,000070,R,019,00861
0300342,01,01,B,01,01,01,000104,R,019,00862
0300342,02,01,B,01,02,04,000104,R,019,00862
0300342,03,01,B,01,01,03,000104,R,019,00862
0300342,05,01,A,02,02,06,000104,R,019,00862
0300342,07,01,B,01,01,04,000104,R,019,00862
0300342,11,01,A,02,01,05,000104,R,019,00862
0300342,12,01,B,01,02,05,000104,R,019,00862
0300342,15,01,B,02,03,05,000104,R,019,00862
0300342,16,01,B,02,02,04,000104,R,019,00862
0300342,17,01,B,03,01,06,000104,R,019,00862
0300342,19,01,B,01,03,03,000104,R,019,00862
0300342,20,01,B,01,02,03,000104,R,019,00862
0300343,01,01,B,02,01,02,000077,R,019,00863
0300343,02,01,B,01,01,01,000077,R,019,00863
0300343,03,01,B,01,01,02,000077,R,019,00863
0300343,04,01,B,01,02,04,000077,R,019,00863
0300343,05,01,B,01,01,01,000077,R,019,00863
0300343,06,01,B,02,01,03,000077,R,019,00863
0300343,07,01,B,02,01,02,000077,R,019,00863
0300343,08,01,B,02,01,05,000077,R,019,00863
0300343,09,01,B,01,01,02,000077,R,019,00863
0300343,10,01,B,01,01,01,000077,R,019,00863
0300343,11,01,B,01,02,03,000077,R,019,00863
0300343,12,01,B,01,02,03,000077,R,019,00863
0300343,13,01,B,02,02,02,000077,R,019,00863
0300343,14,01,B,01,02,02,000077,R,019,00863
0300343,15,01,C,01,03,03,000000,R,019,00863
0300343,16,01,B,02,01,02,000077,R,019,00863
0300343,17,01,B,02,02,04,000077,R,019,00863
0300343,18,01,B,02,01,02,000077,R,019,00863
0300343,19,01,B,01,01,04,000077,R,019,00863
0300343,20,01,B,01,01,01,000077,R,019,00863
0300344,01,01,B,01,01,04,000063,R,020,00864
0300344,02,01,B,01,02,02,000063,R,020,00864
0300344,03,01,B,01,01,02,000063,R,020,00864
0300344,03,02,B,01,01,03,000063,R,020,00864
0300344,03,03,B,01,01,02,000063,R,020,00864
0300344,04,01,B,02,02,04,000063,R,020,00864
0300344,05,01,B,01,01,01,000063,R,020,00864
0300344,06,01,B,01,03,03,000063,R,020,00864
0300344,07,01,B,01,01,01,000063,R,020,00864
0300344,08,01,A,03,02,05,000063,R,020,00864
0300344,09,01,B,01,01,02,000063,R,020,00864
0300344,10,01,B,05,04,05,000063,R,020,00864
0300344,11,01,B,02,01,05,000063,R,020,00864
0300344,12,01,B,01,01,04,000063,R,020,00864
0300344,13,01,B,02,04,04,000063,R,020,00864
0300344,14,01,B,01,01,02,000063,R,020,00864
0300344,15,01,B,01,01,06,000063,R,020,00864
0300344,16,01,B,01,03,04,000063,R,020,00864
0300344,17,01,B,02,01,04,000063,R,020,00864
0300344,18,01,B,02,01,05,000063,R,020,00864
0300344,19,01,B,02,01,05,000063,R,020,00864
0300344,20,01,B,09,02,09,000063,R,020,00864
0300345,02,01,B,02,01,04,000066,R,020,00865
0300345,03,01,B,01,01,01,000066,R,020,00865
0300345,04,01,B,01,02,02,000066,R,020,00865
0300345,05,01,B,01,04,04,000066,R,020,00865
0300345,06,01,B,01,01,04,000066,R,020,00865
0300345,07,01,B,01,02,02,000066,R,020,00865
0300345,08,01,B,02,01,04,000066,R,020,00865
0300345,09,01,B,02,02,05,000066,R,020,00865
0300345,11,01,B,01,01,01,000066,R,020,00865
0300345,12,01,A,01,01,01,000066,R,020,00865
0300345,14,01,B,01,02,06,000066,R,020,00865
0300345,15,01,B,02,01,04,000066,R,020,00865
0300345,16,01,B,02,02,03,000066,R,020,00865
0300345,17,01,A,02,01,03,000066,R,020,00865
0300345,18,01,A,01,02,03,000066,R,020,00865
0300345,19,01,B,01,03,04,000066,R,020,00865
0300345,20,01,B,02,01,03,000066,R,020,00865
0340001,01,01,A,02,01,03,000086,U,022,00866
0340001,02,01,A,01,02,03,000086,U,022,00866
0340001,03,01,B,01,02,02,000086,U,022,00866
0340001,04,01,A,02,02,05,000086,U,022,00866
0340001,05,01,B,02,02,07,000086,U,022,00866
0340002,01,01,B,01,01,04,000072,U,022,00867
0340002,02,01,B,02,01,08,000072,U,022,00867
0340002,03,01,B,01,01,01,000072,U,022,00867
0340002,04,01,B,02,02,02,000072,U,022,00867
0340002,05,01,B,02,01,02,000072,U,022,00867
0340004,01,01,A,03,03,04,000089,U,023,00868
0340004,02,01,A,01,04,04,000089,U,023,00868
0340004,03,01,A,01,02,03,000089,U,023,00868
0340004,04,01,A,02,01,02,000089,U,023,00868
0340004,05,01,A,01,01,01,000089,U,023,00868
0340005,01,01,B,02,01,02,000083,U,022,00869
0340005,02,01,A,02,02,02,000083,U,022,00869
0340005,03,01,B,02,01,02,000083,U,022,00869
0340005,04,01,B,02,01,04,000083,U,022,00869
0340006,01,01,B,02,01,03,000091,U,023,00870
0340006,02,01,B,02,01,04,000091,U,023,00870
0340006,03,01,A,01,01,03,000091,U,023,00870
0340006,04,01,B,02,01,05,000091,U,023,00870
0340006,05,01,A,02,02,04,000091,U,023,00870
0340007,01,01,B,01,01,04,000079,U,022,00871
0340007,02,01,A,03,04,06,000079,U,022,00871
0340007,03,01,B,02,02,02,000079,U,022,00871
0340007,04,01,B,02,01,03,000079,U,022,00871
0340007,05,01,B,01,01,02,000079,U,022,00871
0340008,01,01,A,02,02,04,000078,U,022,00872
0340008,02,01,B,02,03,04,000078,U,022,00872
0340008,03,01,B,01,01,01,000078,U,022,00872
0340008,04,01,B,01,01,01,000078,U,022,00872
0340008,05,01,B,01,01,03,000078,U,022,00872
0340010,01,01,B,01,02,02,000086,U,023,00873
0340010,02,01,B,01,02,02,000086,U,023,00873
0340010,03,01,A,02,01,05,000086,U,023,00873
0340010,04,01,A,02,04,10,000086,U,023,00873
0340010,05,01,B,01,01,02,000086,U,023,00873
0340011,03,01,B,02,02,03,000090,U,022,00874
0340011,04,01,B,01,01,03,000090,U,022,00874
0340011,05,01,B,02,01,04,000090,U,022,00874
0340012,01,01,A,02,01,02,000088,U,021,00875
0340012,02,01,B,02,01,02,000088,U,021,00875
0340012,03,01,A,01,02,02,000088,U,021,00875
0340012,04,01,A,02,01,04,000088,U,021,00875
0340012,05,01,B,01,01,02,000088,U,021,00875
0340012,05,02,B,01,01,01,000088,U,021,00875
0340014,02,01,B,02,02,03,000089,U,023,00876
0340014,04,01,B,05,03,07,000089,U,023,00876
0340014,05,01,A,01,01,01,000089,U,023,00876
0340015,01,01,A,01,02,03,000080,U,022,00877
0340015,02,01,A,02,02,05,000080,U,022,00877
0340015,03,01,A,02,03,03,000080,U,022,00877
0340015,04,01,B,02,01,04,000080,U,022,00877
0340015,05,01,B,01,02,02,000080,U,022,00877
0340016,04,01,A,02,01,04,000084,U,023,00878
0340016,05,01,A,01,01,02,000084,U,023,00878
0340017,01,01,A,02,01,04,000086,U,021,00879
0340017,02,01,A,02,01,02,000086,U,021,00879
0340017,03,01,B,04,04,04,000086,U,021,00879
0340017,04,01,B,01,02,07,000086,U,021,00879
0340017,05,01,B,02,02,03,000086,U,021,00879
0340018,01,01,B,01,02,05,000083,U,022,00880
0340018,02,01,B,01,01,01,000083,U,022,00880
0340018,03,01,A,02,01,03,000083,U,022,00880
0340018,04,01,B,02,02,03,000083,U,022,00880
0340018,05,01,A,01,01,01,000083,U,022,00880
0340019,01,01,B,02,01,04,000086,U,022,00881
0340019,02,01,A,01,01,01,000086,U,022,00881
0340019,03,01,A,02,02,03,000086,U,022,00881
0340019,04,01,C,01,02,02,000000,U,022,00881
0340019,05,01,B,02,01,03,000086,U,022,00881
0340022,01,01,A,02,01,04,000066,U,022,00882
0340022,02,01,B,02,02,03,000066,U,022,00882
0340022,04,01,B,01,01,01,000066,U,022,00882
0340022,05,01,B,02,02,02,000066,U,022,00882
0340023,01,01,B,02,02,02,000085,U,023,00883
0340023,02,01,A,02,02,02,000085,U,023,00883
0340023,03,01,A,02,02,05,000085,U,023,00883
0340023,05,01,B,01,01,03,000085,U,023,00883
0340024,01,01,A,04,01,05,000095,U,022,00884
0340024,02,01,B,02,02,02,000095,U,022,00884
0340024,03,01,A,01,01,01,000095,U,022,00884
0340024,04,01,A,01,01,02,000095,U,022,00884
0340024,05,01,A,02,03,04,000095,U,022,00884
0340026,02,01,B,01,01,01,000080,U,022,00885
0340026,03,01,B,01,01,03,000080,U,022,00885
0340026,04,01,B,01,01,02,000080,U,022,00885
0340026,05,01,B,03,01,03,000080,U,022,00885
0340028,01,01,A,01,01,01,000069,U,021,00886
0340028,02,01,B,02,02,04,000069,U,021,00886
0340028,03,01,B,01,01,01,000069,U,021,00886
0340028,04,01,B,01,01,02,000069,U,021,00886
0340028,05,01,B,02,01,02,000069,U,021,00886
0340030,01,01,B,02,02,06,000092,U,022,00887
0340030,02,01,A,01,01,05,000092,U,022,00887
0340030,03,01,A,01,02,05,000092,U,022,00887
0340030,04,01,B,01,02,05,000092,U,022,00887
0340030,05,01,A,02,03,06,000092,U,022,00887
0340031,01,01,A,01,01,01,000081,U,021,00888
0340031,02,01,B,01,01,04,000081,U,021,00888
0340031,03,01,A,02,02,02,000081,U,021,00888
0340031,04,01,A,02,01,02,000081,U,021,00888
0340031,05,01,A,01,01,02,000081,U,021,00888
0340035,01,01,B,01,01,03,000094,U,023,00889
0340035,02,01,B,04,02,04,000094,U,023,00889
0340035,03,01,B,01,01,02,000094,U,023,00889
0340035,04,01,B,01,03,04,000094,U,023,00889
0340035,05,01,B,01,01,01,000094,U,023,00889
0340036,01,01,C,02,01,03,000000,U,022,00890
0340036,02,01,B,05,04,05,000079,U,022,00890
0340036,03,01,A,01,01,02,000079,U,022,00890
0340036,04,01,A,02,01,02,000079,U,022,00890
0340036,05,01,A,07,03,07,000079,U,022,00890
0340037,01,01,B,01,03,10,000079,U,022,00891
0340037,01,02,A,01,01,01,000079,U,022,00891
0340037,02,01,B,03,01,05,000079,U,022,00891
0340037,03,01,B,01,01,04,000079,U,022,00891
0340037,04,01,B,04,04,04,000079,U,022,00891
0340037,05,01,B,02,04,04,000079,U,022,00891
0340038,01,01,B,02,02,06,000109,U,021,00892
0340038,02,01,B,02,01,04,000109,U,021,00892
0340038,03,01,B,02,02,06,000109,U,021,00892
0340038,04,01,B,02,02,05,000109,U,021,00892
0340038,05,01,B,02,02,05,000109,U,021,00892
0340039,01,01,A,01,02,03,000089,U,023,00893
0340039,02,01,A,01,01,04,000089,U,023,00893
0340039,03,01,A,01,01,02,000089,U,023,00893
0340039,04,01,A,02,01,07,000089,U,023,00893
0340041,01,01,B,01,01,01,000077,U,022,00894
0340041,02,01,B,04,01,04,000077,U,022,00894
0340041,03,01,B,03,01,05,000077,U,022,00894
0340041,04,01,B,01,01,02,000077,U,022,00894
0340041,05,01,B,02,02,08,000077,U,022,00894
0340042,01,01,A,01,02,04,000095,U,023,00895
0340042,02,01,A,02,03,04,000095,U,023,00895
0340042,03,01,B,01,01,03,000095,U,023,00895
0340042,04,01,A,01,02,02,000095,U,023,00895
0340042,05,01,A,02,01,03,000095,U,023,00895
0340044,01,01,B,01,02,03,000091,U,023,00896
0340044,02,01,B,01,01,02,000091,U,023,00896
0340044,03,01,B,02,01,06,000091,U,023,00896
0340044,04,01,A,03,03,05,000091,U,023,00896
0340044,05,01,B,01,02,04,000091,U,023,00896
0340045,01,01,B,02,01,02,000084,U,021,00897
0340045,02,01,B,01,01,01,000084,U,021,00897
0340045,03,01,A,02,02,03,000084,U,021,00897
0340045,04,01,B,02,01,04,000084,U,021,00897
0340045,05,01,B,02,01,03,000084,U,021,00897
0340047,01,01,B,02,02,04,000076,U,022,00898
0340047,02,01,B,01,01,02,000076,U,022,00898
0340047,03,01,A,01,01,02,000076,U,022,00898
0340047,05,01,A,02,02,04,000076,U,022,00898
0340048,01,01,B,01,02,02,000086,U,021,00899
0340048,02,01,A,01,03,06,000086,U,021,00899
0340048,03,01,B,02,01,05,000086,U,021,00899
0340048,04,01,A,01,03,07,000086,U,021,00899
0340048,05,01,B,02,02,04,000086,U,021,00899
0340049,01,01,B,01,02,02,000091,U,023,00900
0340049,02,01,A,01,01,01,000091,U,023,00900
0340049,03,01,B,01,01,01,000091,U,023,00900
0340049,04,01,B,02,02,04,000091,U,023,00900
0340049,05,01,A,01,01,04,000091,U,023,00900
0340051,02,01,B,02,02,02,000075,U,021,00901
0340051,03,01,C,02,03,05,000000,U,021,00901
0340051,05,01,B,01,01,04,000075,U,021,00901
0340052,01,01,B,01,03,06,000088,U,022,00902
0340052,02,01,A,02,02,04,000088,U,022,00902
0340052,03,01,B,02,05,07,000088,U,022,00902
0340052,04,01,B,02,05,05,000088,U,022,00902
0340055,01,01,A,02,01,04,000085,U,023,00903
0340055,02,01,B,01,01,02,000085,U,023,00903
0340055,03,01,B,02,01,03,000085,U,023,00903
0340055,04,01,B,01,01,05,000085,U,023,00903
0340055,05,01,B,01,03,03,000085,U,023,00903
0340056,01,01,A,01,01,02,000085,U,021,00904
0340056,02,01,B,01,01,01,000085,U,021,00904
0340056,04,01,B,01,01,02,000085,U,021,00904
0340056,05,01,B,01,01,02,000085,U,021,00904
0340057,01,01,A,02,01,03,000080,U,022,00905
0340057,02,01,A,02,02,03,000080,U,022,00905
0340057,04,01,B,02,01,03,000080,U,022,00905
0340058,01,01,B,01,02,05,000089,U,023,00906
0340058,02,01,A,02,03,04,000089,U,023,00906
0340058,04,01,B,01,01,01,000089,U,023,00906
0340058,05,01,A,04,01,04,000089,U,023,00906
0340059,01,01,B,01,03,06,000080,U,022,00907
0340059,02,01,B,01,01,03,000080,U,022,00907
0340059,03,01,A,02,02,04,000080,U,022,00907
0340059,05,01,B,01,01,01,000080,U,022,00907
0340062,01,01,B,02,02,03,000081,U,022,00908
0340062,02,01,A,02,01,05,000081,U,022,00908
0340062,03,01,B,04,03,04,000081,U,022,00908
0340062,04,01,A,03,03,04,000081,U,022,00908
0340062,05,01,B,02,02,04,000081,U,022,00908
0340063,01,01,A,02,02,02,000073,U,022,00909
0340063,03,01,B,02,02,04,000073,U,022,00909
0340063,04,01,B,02,02,05,000073,U,022,00909
0340063,05,01,B,01,01,03,000073,U,022,00909
0340067,01,01,A,02,02,03,000097,U,023,00910
0340067,03,01,A,02,01,03,000097,U,023,00910
0340067,05,01,B,01,02,04,000097,U,023,00910
0340070,01,01,B,01,02,04,000087,U,022,00911
0340070,02,01,A,02,01,04,000087,U,022,00911
0340070,04,01,B,01,02,07,000087,U,022,00911
0340070,05,01,B,01,02,05,000087,U,022,00911
0340071,01,01,B,02,02,04,000069,U,021,00912
0340071,02,01,A,01,01,03,000069,U,021,00912
0340071,03,01,A,01,01,02,000069,U,021,00912
0340071,04,01,B,02,01,05,000069,U,021,00912
0340071,05,01,A,01,01,01,000069,U,021,00912
0340072,01,01,B,02,02,04,000135,U,023,00913
0340072,02,01,B,02,01,04,000135,U,023,00913
0340072,04,01,B,02,02,04,000135,U,023,00913
0340072,05,01,A,03,02,03,000135,U,023,00913
0340073,01,01,B,02,02,04,000080,U,022,00914
0340073,02,01,A,01,01,01,000080,U,022,00914
0340073,03,01,B,02,01,04,000080,U,022,00914
0340073,04,01,B,02,02,06,000080,U,022,00914
0340073,05,01,A,01,01,02,000080,U,022,00914
0340076,01,01,C,02,03,03,000000,U,022,00915
0340076,02,01,B,02,01,03,000081,U,022,00915
0340076,03,01,B,01,01,02,000081,U,022,00915
0340076,04,01,B,01,02,06,000081,U,022,00915
0340076,05,01,A,03,03,03,000081,U,022,00915
0340077,01,01,B,02,02,04,000092,U,023,00916
0340077,02,01,B,01,01,01,000092,U,023,00916
0340077,04,01,B,01,01,05,000092,U,023,00916
0340077,05,01,B,02,03,03,000092,U,023,00916
0340082,01,01,B,03,03,10,000080,U,021,00917
0340082,02,01,A,01,02,04,000080,U,021,00917
0340082,03,01,A,01,01,05,000080,U,021,00917
0340082,04,01,B,01,01,01,000080,U,021,00917
0340082,05,01,B,01,01,01,000080,U,021,00917
0340084,01,01,B,02,01,03,000091,U,023,00918
0340084,02,01,B,02,03,04,000091,U,023,00918
0340084,03,01,B,01,02,03,000091,U,023,00918
0340084,04,01,A,04,02,04,000091,U,023,00918
0340084,05,01,A,02,02,02,000091,U,023,00918
0340085,01,01,B,05,01,05,000084,U,022,00919
0340085,02,01,B,02,02,05,000084,U,022,00919
0340085,03,01,A,02,01,03,000084,U,022,00919
0340085,04,01,B,02,02,04,000084,U,022,00919
0340085,05,01,A,02,01,02,000084,U,022,00919
0340086,01,01,A,01,02,03,000081,U,022,00920
0340086,02,01,B,01,01,04,000081,U,022,00920
0340086,03,01,B,01,01,05,000081,U,022,00920
0340086,04,01,B,03,03,04,000081,U,022,00920
0340086,05,01,C,04,03,05,000000,U,022,00920
0340087,01,01,A,01,02,02,000097,U,021,00921
0340087,02,01,A,02,02,05,000097,U,021,00921
0340087,03,01,A,01,01,01,000097,U,021,00921
0340087,04,01,A,01,01,01,000097,U,021,00921
0340091,02,01,B,01,02,04,000089,U,023,00922
0340091,04,01,A,02,01,05,000089,U,023,00922
0340091,05,01,A,02,01,02,000089,U,023,00922
0340092,01,01,A,02,01,03,000092,U,022,00923
0340092,02,01,A,01,02,03,000092,U,022,00923
0340092,03,01,A,01,02,05,000092,U,022,00923
0340092,05,01,A,01,02,05,000092,U,022,00923
0340094,03,01,B,02,01,03,000068,U,021,00924
0340094,04,01,B,01,02,03,000068,U,021,00924
0340094,05,01,B,01,01,03,000068,U,021,00924
0340097,02,01,B,01,02,04,000092,U,021,00925
0340097,03,01,B,02,02,03,000092,U,021,00925
0340097,04,01,B,03,03,05,000092,U,021,00925
0340097,05,01,B,01,01,04,000092,U,021,00925
0340100,01,01,B,03,03,03,000079,U,021,00926
0340100,03,01,A,01,02,05,000079,U,021,00926
0340100,04,01,B,02,02,02,000079,U,021,00926
0340100,05,01,C,02,04,05,000000,U,021,00926
0340103,01,01,A,02,02,03,000087,U,022,00927
0340103,02,01,B,04,03,04,000087,U,022,00927
0340103,03,01,B,01,01,06,000087,U,022,00927
0340103,04,01,B,02,03,04,000087,U,022,00927
0340103,05,01,B,01,03,03,000087,U,022,00927
0340108,01,01,B,01,06,06,000083,U,021,00928
0340108,02,01,B,02,03,07,000083,U,021,00928
0340108,03,01,B,03,01,07,000083,U,021,00928
0340108,04,01,B,02,03,03,000083,U,021,00928
0340108,05,01,A,01,03,05,000083,U,021,00928
0340109,01,01,B,02,01,03,000100,U,023,00929
0340109,02,01,A,03,02,09,000100,U,023,00929
0340109,03,01,C,02,01,04,000000,U,023,00929
0340109,04,01,A,01,01,01,000100,U,023,00929
0340111,01,01,B,05,02,04,000089,U,023,00930
0340111,02,01,A,02,02,04,000089,U,023,00930
0340111,04,01,A,01,02,02,000089,U,023,00930
0340111,05,01,A,01,01,03,000089,U,023,00930
0340112,01,01,A,01,01,01,000083,U,022,00931
0340112,02,01,B,01,01,01,000083,U,022,00931
0340112,03,01,A,03,02,04,000083,U,022,00931
0340112,04,01,B,04,01,04,000083,U,022,00931
0340112,05,01,B,01,01,01,000083,U,022,00931
0340113,01,01,B,01,01,02,000079,U,022,00932
0340113,03,01,B,01,01,01,000079,U,022,00932
0340113,04,01,B,01,02,05,000079,U,022,00932
0340113,05,01,B,01,01,01,000079,U,022,00932
0340114,01,01,B,02,02,04,000077,U,021,00933
0340114,02,01,B,02,01,02,000077,U,021,00933
0340114,03,01,A,02,02,04,000077,U,021,00933
0340114,04,01,B,02,02,08,000077,U,021,00933
0340116,01,01,B,03,01,04,000068,U,022,00934
0340116,02,01,B,02,03,03,000068,U,022,00934
0340116,03,01,B,01,01,04,000068,U,022,00934
0340116,04,01,A,01,01,02,000068,U,022,00934
0340116,05,01,A,02,01,03,000068,U,022,00934
0340117,01,01,B,02,03,03,000075,U,023,00935
0340117,02,01,B,02,01,03,000075,U,023,00935
0340117,03,01,B,02,01,04,000075,U,023,00935
0340117,04,01,B,01,01,03,000075,U,023,00935
0340117,05,01,B,02,01,02,000075,U,023,00935
0340118,01,01,A,02,03,04,000088,U,022,00936
0340118,02,01,A,04,02,05,000088,U,022,00936
0340118,03,01,A,01,01,04,000088,U,022,00936
