CONTROL,VIV_SEL,HOGAR,RESUL_H,N_INF,R_SEL,TOT_PER,FAC_HOG,DOM,EST,UPM
0340118,04,01,B,01,03,05,000088,U,022,00936
0340118,05,01,B,02,02,06,000088,U,022,00936
0340121,01,01,A,02,02,02,000093,U,023,00937
0340121,02,01,A,01,02,03,000093,U,023,00937
0340121,03,01,A,01,01,01,000093,U,023,00937
0340121,04,01,A,02,01,02,000093,U,023,00937
0340121,05,01,B,02,04,04,000093,U,023,00937
0340122,01,01,A,02,02,04,000077,U,021,00938
0340122,02,01,B,01,02,05,000077,U,021,00938
0340122,03,01,B,01,01,03,000077,U,021,00938
0340122,04,01,B,02,02,03,000077,U,021,00938
0340122,05,01,B,03,01,04,000077,U,021,00938
0340123,01,01,B,05,10,10,000092,U,022,00939
0340123,02,01,A,07,05,07,000092,U,022,00939
0340123,04,01,B,02,01,04,000092,U,022,00939
0340123,05,01,B,01,02,02,000092,U,022,00939
0340124,01,01,B,02,01,03,000090,U,022,00940
0340124,02,01,C,02,01,02,000000,U,022,00940
0340124,03,01,A,02,01,02,000090,U,022,00940
0340124,04,01,B,01,01,03,000090,U,022,00940
0340124,05,01,B,02,02,03,000090,U,022,00940
0340125,01,01,A,02,02,04,000083,U,021,00941
0340125,02,01,A,02,02,05,000083,U,021,00941
0340125,03,01,B,02,02,04,000083,U,021,00941
0340125,04,01,B,01,01,03,000083,U,021,00941
0340125,05,01,B,03,01,04,000083,U,021,00941
0340131,03,01,B,02,02,02,000082,U,022,00942
0340131,04,01,B,01,01,01,000082,U,022,00942
0340131,05,01,A,01,01,01,000082,U,022,00942
0340133,01,01,B,02,01,03,000087,U,023,00943
0340133,02,01,B,01,02,03,000087,U,023,00943
0340133,03,01,B,02,01,06,000087,U,023,00943
0340133,04,01,A,01,01,02,000087,U,023,00943
0340133,05,01,B,01,03,04,000087,U,023,00943
0340136,01,01,B,01,03,07,000078,U,021,00944
0340136,03,01,B,02,02,02,000078,U,021,00944
0340136,04,01,A,04,03,04,000078,U,021,00944
0340136,05,01,B,01,01,03,000078,U,021,00944
0340137,01,01,A,04,04,08,000092,U,022,00945
0340137,02,01,B,01,01,01,000092,U,022,00945
0340137,03,01,B,01,01,04,000092,U,022,00945
0340137,04,01,B,10,01,10,000092,U,022,00945
0340137,05,01,B,01,01,01,000092,U,022,00945
0340139,01,01,B,01,01,01,000085,U,023,00946
0340139,03,01,A,01,01,03,000085,U,023,00946
0340139,04,01,B,02,02,03,000085,U,023,00946
0340139,05,01,A,02,02,04,000085,U,023,00946
0340140,01,01,B,01,02,07,000081,U,022,00947
0340140,01,02,A,02,02,03,000081,U,022,00947
0340140,02,01,C,05,03,08,000000,U,022,00947
0340140,03,01,A,01,01,01,000081,U,022,00947
0340140,04,01,B,01,01,03,000081,U,022,00947
0340140,05,01,A,01,01,01,000081,U,022,00947
0340141,01,01,A,02,03,05,000080,U,022,00948
0340141,03,01,B,01,03,05,000080,U,022,00948
0340141,04,01,B,01,01,08,000080,U,022,00948
0340141,05,01,B,01,03,04,000080,U,022,00948
0340143,01,01,B,02,03,04,000087,U,023,00949
0340143,02,01,A,02,03,03,000087,U,023,00949
0340143,03,01,A,01,02,02,000087,U,023,00949
0340143,04,01,A,01,01,02,000087,U,023,00949
0340143,05,01,A,02,03,06,000087,U,023,00949
0340144,01,01,B,02,02,04,000079,U,022,00950
0340144,03,01,B,02,02,03,000079,U,022,00950
0340144,04,01,A,02,02,05,000079,U,022,00950
0340144,05,01,B,02,01,02,000079,U,022,00950
0340145,01,01,B,02,01,04,000083,U,021,00951
0340145,02,01,A,03,02,03,000083,U,021,00951
0340145,03,01,B,02,02,05,000083,U,021,00951
0340145,04,01,B,02,01,06,000083,U,021,00951
0340145,05,01,B,01,01,02,000083,U,021,00951
0340146,02,01,B,01,01,01,000084,U,022,00952
0340146,03,01,C,01,03,03,000000,U,022,00952
0340146,04,01,B,02,01,02,000084,U,022,00952
0340146,05,01,B,02,02,04,000084,U,022,00952
0340149,01,01,B,01,01,02,000087,U,023,00953
0340149,02,01,B,02,02,02,000087,U,023,00953
0340149,04,01,A,01,02,02,000087,U,023,00953
0340149,05,01,B,01,01,01,000087,U,023,00953
0340151,01,01,A,02,01,05,000091,U,022,00954
0340151,02,01,A,02,04,04,000091,U,022,00954
0340151,03,01,A,03,03,03,000091,U,022,00954
0340151,04,01,A,02,01,02,000091,U,022,00954
0340151,05,01,B,01,02,02,000091,U,022,00954
0340152,01,01,B,02,01,05,000077,U,022,00955
0340152,03,01,B,03,01,03,000077,U,022,00955
0340152,04,01,B,01,01,01,000077,U,022,00955
0340152,05,01,B,01,02,03,000077,U,022,00955
0340153,01,01,B,02,01,04,000081,U,021,00956
0340153,02,01,B,03,01,03,000081,U,021,00956
0340153,03,01,A,02,02,07,000081,U,021,00956
0340153,04,01,B,01,01,03,000081,U,021,00956
0340153,05,01,B,02,05,07,000081,U,021,00956
0340154,03,01,B,01,02,03,000105,U,023,00957
0340154,04,01,B,02,01,05,000105,U,023,00957
0340154,05,01,B,01,01,02,000105,U,023,00957
0340155,01,01,A,01,02,04,000075,U,022,00958
0340155,02,01,B,05,05,05,000075,U,022,00958
0340155,03,01,B,05,05,05,000075,U,022,00958
0340155,04,01,B,04,04,04,000075,U,022,00958
0340156,01,01,B,01,01,04,000093,U,023,00959
0340156,02,01,B,01,01,02,000093,U,023,00959
0340156,04,01,B,01,01,02,000093,U,023,00959
0340156,05,01,B,02,01,02,000093,U,023,00959
0340157,01,01,B,03,02,03,000065,U,022,00960
0340157,02,01,A,05,05,05,000065,U,022,00960
0340158,01,01,B,01,01,02,000084,U,023,00961
0340158,02,01,B,01,02,03,000084,U,023,00961
0340158,03,01,B,01,02,02,000084,U,023,00961
0340158,04,01,B,01,02,02,000084,U,023,00961
0340158,05,01,B,04,04,04,000084,U,023,00961
0340160,02,01,A,02,01,05,000087,U,023,00962
0340160,03,01,A,01,01,03,000087,U,023,00962
0340160,04,01,A,01,01,02,000087,U,023,00962
0340160,05,01,A,02,01,05,000087,U,023,00962
0340162,01,01,B,02,02,02,000077,U,022,00963
0340162,02,01,B,02,02,04,000077,U,022,00963
0340162,03,01,A,01,02,02,000077,U,022,00963
0340162,05,01,B,01,03,06,000077,U,022,00963
0340163,01,01,B,02,01,02,000082,U,022,00964
0340163,02,01,A,01,01,01,000082,U,022,00964
0340163,03,01,B,02,01,02,000082,U,022,00964
0340163,05,01,B,01,02,04,000082,U,022,00964
0340165,02,01,A,02,03,04,000092,U,023,00965
0340165,04,01,A,01,02,03,000092,U,023,00965
0340165,05,01,B,01,02,03,000092,U,023,00965
0340167,01,01,A,01,01,01,000087,U,023,00966
0340167,02,01,A,02,03,03,000087,U,023,00966
0340167,03,01,A,02,02,02,000087,U,023,00966
0340167,04,01,A,01,01,04,000087,U,023,00966
0340167,05,01,B,01,01,01,000087,U,023,00966
0340168,01,01,B,02,01,02,000097,U,022,00967
0340168,02,01,B,01,04,04,000097,U,022,00967
0340168,03,01,A,01,01,05,000097,U,022,00967
0340169,01,01,B,02,01,05,000091,U,023,00968
0340169,02,01,B,03,05,06,000091,U,023,00968
0340169,03,01,B,01,03,03,000091,U,023,00968
0340169,04,01,B,02,02,05,000091,U,023,00968
0340169,05,01,B,02,02,02,000091,U,023,00968
0340170,01,01,B,02,05,07,000085,U,022,00969
0340170,02,01,A,02,01,02,000085,U,022,00969
0340170,03,01,A,01,02,02,000085,U,022,00969
0340170,04,01,A,01,01,02,000085,U,022,00969
0340170,05,01,B,03,01,04,000085,U,022,00969
0340171,01,01,A,01,01,05,000093,U,023,00970
0340171,02,01,A,01,02,05,000093,U,023,00970
0340171,03,01,B,02,01,05,000093,U,023,00970
0340171,04,01,B,01,01,02,000093,U,023,00970
0340171,05,01,B,03,03,04,000093,U,023,00970
0340177,02,01,A,02,01,02,000076,U,022,00971
0340177,03,01,A,01,01,02,000076,U,022,00971
0340177,04,01,B,01,01,05,000076,U,022,00971
0340177,05,01,B,01,01,01,000076,U,022,00971
0340178,01,01,B,02,01,04,000080,U,023,00972
0340178,02,01,B,04,01,06,000080,U,023,00972
0340178,04,01,B,02,02,04,000080,U,023,00972
0340178,05,01,B,02,02,03,000080,U,023,00972
0340180,01,01,B,02,04,04,000082,U,023,00973
0340180,02,01,B,03,05,06,000082,U,023,00973
0340180,03,01,B,02,02,02,000082,U,023,00973
0340180,04,01,B,01,01,01,000082,U,023,00973
0340182,01,01,B,02,01,04,000091,U,023,00974
0340182,03,01,B,01,01,03,000091,U,023,00974
0340182,04,01,B,02,02,03,000091,U,023,00974
0340182,05,01,B,02,01,03,000091,U,023,00974
0340183,02,01,B,01,01,04,000072,U,021,00975
0340183,03,01,B,02,01,04,000072,U,021,00975
0340183,04,01,B,01,01,02,000072,U,021,00975
0340183,05,01,B,02,01,03,000072,U,021,00975
0340186,01,01,B,02,03,03,000093,U,021,00976
0340186,02,01,B,03,03,04,000093,U,021,00976
0340186,05,01,A,01,01,01,000093,U,021,00976
0340187,01,01,B,04,03,05,000087,U,022,00977
0340187,02,01,A,05,05,05,000087,U,022,00977
0340187,03,01,A,02,02,04,000087,U,022,00977
0340187,04,01,B,01,01,01,000087,U,022,00977
0340187,05,01,B,01,02,04,000087,U,022,00977
0340188,02,01,B,02,02,03,000088,U,023,00978
0340188,03,01,C,01,03,03,000000,U,023,00978
0340188,04,01,A,02,04,04,000088,U,023,00978
0340188,05,01,B,01,01,01,000088,U,023,00978
0340189,01,01,A,01,02,03,000093,U,023,00979
0340189,02,01,A,01,01,01,000093,U,023,00979
0340189,03,01,A,01,01,03,000093,U,023,00979
0340189,05,01,A,02,02,04,000093,U,023,00979
0340190,02,01,B,01,01,01,000083,U,022,00980
0340190,03,01,B,01,01,04,000083,U,022,00980
0340190,04,01,B,02,02,02,000083,U,022,00980
0340190,05,01,B,03,01,03,000083,U,022,00980
0340192,01,01,B,01,01,02,000082,U,022,00981
0340192,02,01,B,02,02,09,000082,U,022,00981
0340192,03,01,B,02,01,03,000082,U,022,00981
0340192,04,01,B,02,02,03,000082,U,022,00981
0340192,05,01,B,01,02,02,000082,U,022,00981
0340193,01,01,A,02,01,05,000100,U,021,00982
0340193,02,01,A,02,01,03,000100,U,021,00982
0340193,03,01,B,02,01,03,000100,U,021,00982
0340193,04,01,B,02,02,05,000100,U,021,00982
0340193,05,01,B,02,02,04,000100,U,021,00982
0340195,01,01,B,01,01,04,000079,U,021,00983
0340195,02,01,B,01,01,03,000079,U,021,00983
0340195,03,01,A,01,01,01,000079,U,021,00983
0340195,04,01,B,02,01,03,000079,U,021,00983
0340195,05,01,B,03,05,05,000079,U,021,00983
0340196,01,01,B,01,02,04,000061,U,022,00984
0340196,04,01,A,02,01,02,000061,U,022,00984
0340196,05,01,B,01,01,02,000061,U,022,00984
0340197,01,01,C,02,01,04,000000,U,023,00985
0340197,02,01,B,01,02,05,000091,U,023,00985
0340197,03,01,A,01,01,02,000091,U,023,00985
0340197,04,01,B,02,01,02,000091,U,023,00985
0340197,05,01,A,01,02,04,000091,U,023,00985
0340199,01,01,A,02,01,03,000091,U,023,00986
0340199,02,01,B,01,01,02,000091,U,023,00986
0340199,03,01,B,01,02,02,000091,U,023,00986
0340199,04,01,A,01,01,05,000091,U,023,00986
0340200,01,01,B,02,02,05,000086,U,021,00987
0340200,02,01,B,01,01,05,000086,U,021,00987
0340200,03,01,B,02,02,05,000086,U,021,00987
0340200,04,01,B,02,01,03,000086,U,021,00987
0340200,04,02,B,01,01,03,000086,U,021,00987
0340200,05,01,B,03,02,06,000086,U,021,00987
0340201,01,01,A,01,01,02,000073,U,022,00988
0340201,02,01,C,02,01,02,000000,U,022,00988
0340201,03,01,B,01,01,03,000073,U,022,00988
0340201,04,01,B,02,01,04,000073,U,022,00988
0340201,05,01,A,02,03,04,000073,U,022,00988
0340202,01,01,B,02,02,05,000077,U,022,00989
0340202,02,01,B,02,04,05,000077,U,022,00989
0340202,03,01,B,01,01,01,000077,U,022,00989
0340202,04,01,A,02,01,05,000077,U,022,00989
0340202,05,01,B,02,02,03,000077,U,022,00989
0340203,01,01,A,01,03,05,000092,U,021,00990
0340203,03,01,B,02,03,06,000092,U,021,00990
0340203,04,01,B,01,01,01,000092,U,021,00990
0340203,05,01,A,02,02,05,000092,U,021,00990
0340204,03,01,B,02,01,02,000081,U,023,00991
0340204,04,01,B,01,02,04,000081,U,023,00991
0340204,05,01,B,01,02,04,000081,U,023,00991
0340205,01,01,B,02,01,03,000080,U,022,00992
0340205,02,01,B,01,02,02,000080,U,022,00992
0340205,02,02,B,02,01,03,000080,U,022,00992
0340205,03,01,B,01,01,03,000080,U,022,00992
0340205,04,01,B,02,01,03,000080,U,022,00992
0340205,05,01,B,02,02,05,000080,U,022,00992
0340206,01,01,A,02,02,03,000087,U,023,00993
0340206,02,01,B,02,02,03,000087,U,023,00993
0340206,03,01,A,02,02,03,000087,U,023,00993
0340206,04,01,A,02,03,03,000087,U,023,00993
0340206,05,01,A,01,01,04,000087,U,023,00993
0340207,02,01,B,02,01,03,000071,U,022,00994
0340207,05,01,C,02,01,02,000000,U,022,00994
0340209,01,01,A,02,02,02,000080,U,022,00995
0340209,02,01,B,02,02,03,000080,U,022,00995
0340209,03,01,A,02,01,03,000080,U,022,00995
0340209,04,01,B,01,04,06,000080,U,022,00995
0340209,05,01,A,02,02,03,000080,U,022,00995
0340210,01,01,A,02,02,04,000087,U,023,00996
0340210,02,01,B,01,02,03,000087,U,023,00996
0340210,03,01,A,02,02,03,000087,U,023,00996
0340210,04,01,A,01,02,04,000087,U,023,00996
0340210,05,01,B,01,01,03,000087,U,023,00996
0340212,02,01,A,01,01,03,000077,U,022,00997
0340212,03,01,B,01,01,03,000077,U,022,00997
0340212,04,01,A,01,03,04,000077,U,022,00997
0340213,01,01,B,01,02,05,000090,U,022,00998
0340213,02,01,B,01,02,04,000090,U,022,00998
0340213,04,01,B,01,01,01,000090,U,022,00998
0340213,05,01,B,01,04,06,000090,U,022,00998
0340214,01,01,B,01,02,06,000079,U,021,00999
0340214,02,01,A,01,01,03,000079,U,021,00999
0340214,03,01,A,01,01,01,000079,U,021,00999
0340214,04,01,A,01,01,03,000079,U,021,00999
0340214,04,02,B,01,02,04,000079,U,021,00999
0340214,05,01,A,02,01,02,000079,U,021,00999
0340215,01,01,A,01,02,03,000097,U,023,01000
0340215,02,01,B,01,02,03,000097,U,023,01000
0340215,03,01,B,01,01,05,000097,U,023,01000
0340215,04,01,B,01,01,03,000097,U,023,01000
0340215,05,01,A,01,01,03,000097,U,023,01000
0340216,01,01,B,01,02,06,000086,U,022,01001
0340216,01,02,B,01,02,04,000086,U,022,01001
0340216,02,01,B,02,01,03,000086,U,022,01001
0340216,03,01,A,01,02,02,000086,U,022,01001
0340216,04,01,A,02,03,03,000086,U,022,01001
0340218,01,01,B,01,01,06,000087,U,022,01002
0340218,01,02,B,01,01,03,000087,U,022,01002
0340218,02,01,A,03,02,09,000087,U,022,01002
0340218,04,01,A,03,03,03,000087,U,022,01002
0340221,02,01,B,01,02,03,000091,U,023,01003
0340221,03,01,B,02,02,02,000091,U,023,01003
0340221,04,01,A,02,01,05,000091,U,023,01003
0340221,05,01,A,01,01,06,000091,U,023,01003
0340222,02,01,A,02,01,02,000074,U,021,01004
0340222,04,01,B,01,01,03,000074,U,021,01004
0340222,05,01,B,02,01,06,000074,U,021,01004
0340223,01,01,A,01,01,01,000085,U,022,01005
0340223,02,01,B,03,03,07,000085,U,022,01005
0340223,03,01,A,01,02,03,000085,U,022,01005
0340223,04,01,B,01,02,03,000085,U,022,01005
0340223,05,01,B,02,01,04,000085,U,022,01005
0340224,01,01,C,02,01,02,000000,U,022,01006
0340224,02,01,B,02,01,02,000081,U,022,01006
0340224,03,01,A,03,04,04,000081,U,022,01006
0340224,04,01,B,01,03,03,000081,U,022,01006
0340224,05,01,B,01,01,01,000081,U,022,01006
0340226,01,01,B,02,02,02,000104,U,023,01007
0340226,04,01,B,02,02,04,000104,U,023,01007
0340226,05,01,B,02,01,02,000104,U,023,01007
0340227,01,01,B,02,01,02,000079,U,022,01008
0340227,02,01,A,02,01,04,000079,U,022,01008
0340227,03,01,A,02,01,03,000079,U,022,01008
0340227,04,01,B,02,02,02,000079,U,022,01008
0340227,05,01,A,01,02,05,000079,U,022,01008
0340228,01,01,A,03,01,04,000089,U,023,01009
0340228,02,01,A,01,02,04,000089,U,023,01009
0340228,03,01,B,01,01,01,000089,U,023,01009
0340228,04,01,B,03,03,03,000089,U,023,01009
0340228,05,01,B,01,02,03,000089,U,023,01009
0340232,02,01,B,01,01,01,000073,U,021,01010
0340232,03,01,B,01,01,01,000073,U,021,01010
0340232,04,01,B,01,03,06,000073,U,021,01010
0340232,05,01,B,01,01,03,000073,U,021,01010
0340233,01,01,B,01,01,03,000085,U,023,01011
0340233,02,01,A,02,02,02,000085,U,023,01011
0340236,01,01,B,02,01,02,000086,U,021,01012
0340236,02,01,A,01,03,03,000086,U,021,01012
0340236,03,01,B,02,02,04,000086,U,021,01012
0340236,04,01,A,01,02,03,000086,U,021,01012
0340236,04,02,A,02,02,04,000086,U,021,01012
0340236,05,01,B,01,01,04,000086,U,021,01012
0340239,01,01,A,01,02,04,000106,U,023,01013
0340239,02,01,B,01,02,05,000106,U,023,01013
0340239,03,01,A,02,02,04,000106,U,023,01013
0340239,04,01,B,02,01,02,000106,U,023,01013
0340239,05,01,B,01,02,05,000106,U,023,01013
0340240,01,01,A,02,02,02,000089,U,023,01014
0340240,02,01,B,01,01,01,000089,U,023,01014
0340240,03,01,B,01,01,02,000089,U,023,01014
0340240,05,01,B,01,01,02,000089,U,023,01014
0340242,01,01,A,04,04,04,000081,U,022,01015
0340242,02,01,B,01,02,05,000081,U,022,01015
0340242,03,01,B,02,02,05,000081,U,022,01015
0340242,04,01,A,02,01,03,000081,U,022,01015
0340242,05,01,A,01,01,02,000081,U,022,01015
0340244,01,01,A,01,01,03,000087,U,023,01016
0340244,02,01,B,01,01,04,000087,U,023,01016
0340244,03,01,A,01,02,04,000087,U,023,01016
0340244,05,01,B,02,02,03,000087,U,023,01016
0340245,01,01,C,02,01,02,000000,U,022,01017
0340245,02,01,B,03,01,11,000080,U,022,01017
0340245,03,01,B,01,01,04,000080,U,022,01017
0340245,04,01,B,01,01,02,000080,U,022,01017
0340245,05,01,A,02,01,02,000080,U,022,01017
0340247,01,01,B,02,03,03,000083,U,021,01018
0340247,02,01,B,05,05,05,000083,U,021,01018
0340247,03,01,B,02,02,03,000083,U,021,01018
0340247,03,02,B,01,01,02,000083,U,021,01018
0340247,05,01,A,01,01,01,000083,U,021,01018
0340248,02,01,A,02,01,03,000097,U,023,01019
0340248,03,01,B,01,01,04,000097,U,023,01019
0340248,04,01,A,02,02,04,000097,U,023,01019
0340248,05,01,B,02,01,05,000097,U,023,01019
0340250,01,01,A,01,02,03,000076,U,023,01020
0340250,02,01,B,03,03,01,000076,U,023,01020
0340250,03,01,B,05,05,05,000076,U,023,01020
0340250,04,01,B,02,01,04,000076,U,023,01020
0340257,01,01,B,02,02,02,000088,U,023,01021
0340257,02,01,B,02,02,02,000088,U,023,01021
0340257,03,01,C,02,01,05,000000,U,023,01021
0340257,05,01,B,01,01,03,000088,U,023,01021
0340260,02,01,A,03,03,04,000081,U,021,01022
0340260,03,01,B,01,02,05,000081,U,021,01022
0340260,04,01,B,01,01,03,000081,U,021,01022
0340260,05,01,B,02,02,06,000081,U,021,01022
0340263,01,01,B,04,01,04,000089,U,022,01023
0340263,03,01,B,01,01,02,000089,U,022,01023
0340263,04,01,A,02,02,03,000089,U,022,01023
0340265,01,01,A,01,01,03,000095,U,023,01024
0340265,02,01,A,01,02,02,000095,U,023,01024
0340265,03,01,A,03,01,03,000095,U,023,01024
0340265,04,01,B,01,03,05,000095,U,023,01024
0340266,01,01,C,01,03,04,000000,U,022,01025
0340266,02,01,B,03,06,06,000088,U,022,01025
0340266,03,01,B,01,01,02,000088,U,022,01025
0340266,04,01,B,02,04,06,000088,U,022,01025
0340270,01,01,B,01,02,02,000083,U,022,01026
0340270,02,01,B,02,01,05,000083,U,022,01026
0340270,03,01,A,01,01,01,000083,U,022,01026
0340270,04,01,B,01,02,02,000083,U,022,01026
0340270,05,01,B,02,05,05,000083,U,022,01026
0340271,01,01,B,01,01,02,000086,U,021,01027
0340271,02,01,B,02,03,12,000086,U,021,01027
0340271,03,01,A,02,01,04,000086,U,021,01027
0340271,04,01,B,01,01,01,000086,U,021,01027
0340272,01,01,A,02,01,04,000085,U,023,01028
0340272,02,01,A,02,01,05,000085,U,023,01028
0340272,03,01,B,02,02,04,000085,U,023,01028
0340272,04,01,B,03,04,04,000085,U,023,01028
0340272,05,01,B,01,01,02,000085,U,023,01028
0340273,01,01,B,01,01,01,000095,U,021,01029
0340273,02,01,B,02,01,03,000095,U,021,01029
0340273,03,01,B,02,01,02,000095,U,021,01029
0340273,05,01,B,01,01,01,000095,U,021,01029
0340274,02,01,A,02,01,04,000074,U,022,01030
0340274,03,01,B,02,02,04,000074,U,022,01030
0340274,04,01,B,05,03,05,000074,U,022,01030
0340274,05,01,B,02,02,02,000074,U,022,01030
0340275,01,01,B,02,01,03,000086,U,023,01031
0340275,02,01,B,02,01,02,000086,U,023,01031
0340275,03,01,B,01,01,02,000086,U,023,01031
0340275,04,01,B,01,01,03,000086,U,023,01031
0340275,05,01,B,01,01,05,000086,U,023,01031
0340285,01,01,A,01,02,04,000087,U,022,01032
0340285,02,01,B,02,03,04,000087,U,022,01032
0340285,03,01,B,02,01,02,000087,U,022,01032
0340285,04,01,B,02,03,04,000087,U,022,01032
0340285,05,01,A,02,01,05,000087,U,022,01032
0340286,01,01,B,01,01,03,000086,U,021,01033
0340286,02,01,B,04,04,05,000086,U,021,01033
0340286,03,01,B,01,01,01,000086,U,021,01033
0340286,04,01,B,01,02,03,000086,U,021,01033
0340286,05,01,A,01,01,02,000086,U,021,01033
0340287,01,01,B,01,02,02,000086,U,022,01034
0340287,02,01,B,03,03,03,000086,U,022,01034
0340287,03,01,B,01,03,03,000086,U,022,01034
0340287,04,01,A,01,01,04,000086,U,022,01034
0340287,05,01,A,02,02,03,000086,U,022,01034
0340290,03,01,B,02,01,04,000111,U,023,01035
0340290,05,01,B,02,01,05,000111,U,023,01035
0340292,01,01,B,01,01,01,000050,U,022,01036
0340292,02,01,B,01,01,01,000050,U,022,01036
0340292,03,01,B,01,01,01,000050,U,022,01036
0340292,04,01,B,02,02,03,000050,U,022,01036
0340292,05,01,B,01,01,04,000050,U,022,01036
0340294,01,01,B,01,01,01,000090,U,023,01037
0340294,02,01,A,02,01,04,000090,U,023,01037
0340294,03,01,B,01,02,04,000090,U,023,01037
0340294,04,01,A,02,02,03,000090,U,023,01037
0340294,05,01,A,02,01,02,000090,U,023,01037
0340298,01,01,A,01,02,02,000083,U,022,01038
0340298,03,01,A,01,01,01,000083,U,022,01038
0340298,04,01,B,01,02,02,000083,U,022,01038
0340298,05,01,B,01,02,04,000083,U,022,01038
0340301,01,01,B,01,05,06,000082,U,022,01039
0340301,02,01,B,02,01,02,000082,U,022,01039
0340301,03,01,B,01,01,02,000082,U,022,01039
0340301,04,01,B,05,01,06,000082,U,022,01039
0340301,05,01,A,02,02,04,000082,U,022,01039
0340302,01,01,B,01,03,05,000085,U,022,01040
0340302,02,01,B,01,02,04,000085,U,022,01040
0340302,03,01,A,03,02,04,000085,U,022,01040
0340302,05,01,A,01,03,05,000085,U,022,01040
0340303,01,01,B,01,01,01,000085,U,021,01041
0340303,02,01,B,01,01,05,000085,U,021,01041
0340303,03,01,A,02,02,04,000085,U,021,01041
0340303,03,02,A,01,01,01,000085,U,021,01041
0340303,04,01,A,02,01,03,000085,U,021,01041
0340303,05,01,A,02,02,05,000085,U,021,01041
0340312,01,01,C,01,02,04,000000,U,022,01042
0340312,02,01,C,02,01,02,000000,U,022,01042
0340312,04,01,B,01,01,05,000080,U,022,01042
0340312,05,01,B,02,02,03,000080,U,022,01042
0340313,01,01,A,02,01,04,000092,U,023,01043
0340313,02,01,B,02,01,05,000092,U,023,01043
0340313,03,01,B,01,01,02,000092,U,023,01043
0340313,04,01,C,01,03,03,000000,U,023,01043
0340313,05,01,A,02,04,04,000092,U,023,01043
0340320,01,01,B,02,01,02,000103,U,023,01044
0340320,03,01,A,02,01,06,000103,U,023,01044
0340320,05,01,A,02,01,04,000103,U,023,01044
0340322,02,01,A,02,01,03,000085,U,023,01045
0340322,03,01,B,02,01,05,000085,U,023,01045
0340322,04,01,B,02,02,02,000085,U,023,01045
0340322,05,01,B,02,01,05,000085,U,023,01045
0340323,02,01,A,02,03,05,000087,U,022,01046
0340323,03,01,C,01,03,03,000000,U,022,01046
0340323,04,01,B,02,02,06,000087,U,022,01046
0340323,05,01,B,01,01,02,000087,U,022,01046
0340324,03,01,B,02,02,02,000103,U,023,01047
0340324,05,01,A,01,01,02,000103,U,023,01047
0340325,01,01,A,02,03,03,000083,U,022,01048
0340325,03,01,B,01,02,02,000083,U,022,01048
0340325,04,01,A,02,03,04,000083,U,022,01048
0340325,05,01,B,01,03,04,000083,U,022,01048
0340326,01,01,B,01,01,02,000086,U,023,01049
0340326,02,01,B,02,01,02,000086,U,023,01049
